location,area_m2,bedrooms,bathrooms,floors,frontage,price_million_vnd
"Bình Thạnh, Hồ Chí Minh",,4.0,3.0,2.0,0,2290.0
"Quận 6, Hồ Chí Minh",,3.0,3.0,2.0,0,7800.0
"Tân Phú, Hồ Chí Minh",,2.0,2.0,1.0,0,4700.0
"Bình Tân, Hồ Chí Minh",,,,1.0,0,4500.0
"Phú Nhuận, Hồ Chí Minh",,2.0,3.0,2.0,0,2600.0
"Tân Bình, Hồ Chí Minh",,4.0,4.0,2.0,0,6200.0
"Hà Đông, Hà Nội",,,3.0,4.0,0,5800.0
"Hà Đông, Hà Nội",,4.0,3.0,5.0,0,9860.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,1.0,0,5400.0
"Tân Bình, Hồ Chí Minh",,3.0,3.0,,1,3300.0
"Biên Hòa, Đồng Nai",,,,,0,5000.0
"Bà Rịa, Bà Rịa Vũng Tàu",,2.0,1.0,,1,8500.0
"Tân Bình, Hồ Chí Minh",,,,,0,7500.0
"Quận 12, Hồ Chí Minh",,1.0,2.0,1.0,1,1900.0
"Bình Thạnh, Hồ Chí Minh",,14.0,10.0,,0,38000.0
"Đà Lạt, Lâm Đồng",,2.0,2.0,1.0,0,2550.0
"Hoàng Mai, Hà Nội",,,,,0,3860.0
"Hà Đông, Hà Nội",,4.0,3.0,4.0,0,5600.0
"Hoàng Mai, Hà Nội",,,,,0,3600.0
"Bà Rịa, Bà Rịa Vũng Tàu",,,,4.0,0,5760.0
"Biên Hòa, Đồng Nai",,,,2.0,1,6700.0
"Long Biên, Hà Nội",,5.0,3.0,,0,57.0
"Huế, Thừa Thiên Huế",,,,,0,14.0
"Đống Đa, Hà Nội",,3.0,,,0,5620.0
"Hai Bà Trưng, Hà Nội",,9.0,,3.0,0,11400.0
"Tân Phú, Hồ Chí Minh",,2.0,2.0,1.0,0,3700.0
"Tân Bình, Hồ Chí Minh",,3.0,2.0,1.0,0,5400.0
"Nam Từ Liêm, Hà Nội",,,,,0,2950.0
"Hóc Môn, Hồ Chí Minh",,,,2.0,0,635.0
"Tân Phú, Hồ Chí Minh",,4.0,3.0,,1,25.0
"Quận 9, Hồ Chí Minh",,2.0,1.0,,1,2400.0
"Đông Anh, Hà Nội",,,,2.0,1,178.0
"Bến Cát, Bình Dương",,,,,0,989.0
"Bình Tân, Hồ Chí Minh",,,,,0,7200.0
"Hóc Môn, Hồ Chí Minh",,2.0,2.0,1.0,0,570.0
"Hải Châu, Đà Nẵng",,,,2.0,0,5200.0
"Tân Bình, Hồ Chí Minh",,,,1.0,0,2500.0
"Cầu Giấy, Hà Nội",,3.0,4.0,5.0,0,3700.0
"Thanh Xuân, Hà Nội",,3.0,4.0,5.0,0,4350.0
"Hóc Môn, Hồ Chí Minh",,3.0,2.0,,0,520.0
"Hoàng Mai, Hà Nội",,3.0,3.0,4.0,0,2990.0
"Phan Rang - Tháp Chàm, Ninh Thuận",,1.0,1.0,,0,1500.0
"Quận 12, Hồ Chí Minh",,2.0,2.0,2.0,0,5000.0
"Hà Đông, Hà Nội",,,,,0,4600.0
"Tân Bình, Hồ Chí Minh",,,,5.0,1,68000.0
"Nam Từ Liêm, Hà Nội",,7.0,7.0,4.0,0,5700.0
"Quận 9, Hồ Chí Minh",,5.0,5.0,,0,4000.0
"Hoàng Mai, Hà Nội",,3.0,3.0,,0,1800.0
"Bình Thạnh, Hồ Chí Minh",,5.0,5.0,,0,9500.0
"Quận 1, Hồ Chí Minh",,,,5.0,1,38000.0
"Ba Đình, Hà Nội",,3.0,4.0,,0,5600.0
"Quận 5, Hồ Chí Minh",,,,,0,22000.0
"Tân Phú, Hồ Chí Minh",,,,1.0,0,3290.0
"Nha Trang, Khánh Hòa",,,,,0,8000.0
"Quận 9, Hồ Chí Minh",,3.0,2.0,,0,5200.0
"Bình Tân, Hồ Chí Minh",,3.0,2.0,1.0,0,3900.0
"Thanh Xuân, Hà Nội",,3.0,,,0,535.0
"Bình Tân, Hồ Chí Minh",,2.0,2.0,,0,2700.0
"Tân Uyên, Bình Dương",,2.0,3.0,1.0,1,2530.0
"Hải Châu, Đà Nẵng",,3.0,3.0,3.0,0,2970.0
"Bình Tân, Hồ Chí Minh",,2.0,1.0,,0,3900.0
"Vĩnh Cửu, Đồng Nai",,2.0,2.0,1.0,0,1790.0
"Quận 12, Hồ Chí Minh",,3.0,,,0,2700.0
"Quận 12, Hồ Chí Minh",,3.0,3.0,2.0,0,4000.0
"Tân Uyên, Bình Dương",,2.0,3.0,1.0,0,2530.0
"Bình Tân, Hồ Chí Minh",,3.0,,1.0,0,4800.0
"Tân Bình, Hồ Chí Minh",,,,5.0,0,17500.0
"Cầu Giấy, Hà Nội",,3.0,4.0,5.0,0,3390.0
"Hà Đông, Hà Nội",,2.0,2.0,,0,1480.0
"Tân Bình, Hồ Chí Minh",,5.0,,2.0,0,5500.0
"Đống Đa, Hà Nội",,,,3.0,0,2550.0
"Tân Uyên, Bình Dương",,2.0,3.0,1.0,0,2530.0
"Hoàng Mai, Hà Nội",,3.0,4.0,5.0,0,3500.0
"Long Thành, Đồng Nai",,2.0,,,0,2000.0
"Tân Uyên, Bình Dương",,2.0,3.0,1.0,1,2530.0
"Biên Hòa, Đồng Nai",,,1.0,,1,6400.0
"Liên Chiểu, Đà Nẵng",,,,2.0,1,3350.0
"Biên Hòa, Đồng Nai",,3.0,2.0,2.0,0,3900.0
"Quận 10, Hồ Chí Minh",,2.0,4.0,2.0,1,35000.0
"Thanh Khê, Đà Nẵng",,3.0,,2.0,0,43.0
"Quận 10, Hồ Chí Minh",,,,4.0,0,11000.0
"Thủ Đức, Hồ Chí Minh",,,,,0,42.0
"Bình Tân, Hồ Chí Minh",,,,,0,12.5
"Nam Từ Liêm, Hà Nội",,,7.0,5.0,0,6500.0
"Tân Phú, Hồ Chí Minh",,,,1.0,0,3290.0
"Bình Tân, Hồ Chí Minh",,3.0,3.0,2.0,1,6000.0
"Hai Bà Trưng, Hà Nội",,,2.0,,0,3100.0
"Nha Trang, Khánh Hòa",,3.0,2.0,,0,2250.0
"Đà Lạt, Lâm Đồng",,4.0,6.0,4.0,0,7000.0
"Thanh Khê, Đà Nẵng",,4.0,,3.0,0,396.0
"Bình Thạnh, Hồ Chí Minh",,,2.0,1.0,0,5550.0
"Bình Thạnh, Hồ Chí Minh",,,,3.0,0,8700.0
"Quận 2, Hồ Chí Minh",,,,4.0,1,17000.0
"Biên Hòa, Đồng Nai",,2.0,2.0,1.0,0,3500.0
"Thanh Trì, Hà Nội",,,,3.0,0,4300.0
"Quận 8, Hồ Chí Minh",,,,2.0,0,9500.0
"Quận 12, Hồ Chí Minh",,1.0,1.0,,0,3700.0
"Hoàng Mai, Hà Nội",,2.0,2.0,2.0,0,2600.0
"Đà Lạt, Lâm Đồng",,4.0,3.0,2.0,0,5800.0
"Bình Thạnh, Hồ Chí Minh",,3.0,3.0,2.0,0,6600.0
"Hai Bà Trưng, Hà Nội",,3.0,4.0,4.0,0,4300.0
"Biên Hòa, Đồng Nai",,3.0,3.0,1.0,0,3190.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,5.0,0,6300.0
"Hà Đông, Hà Nội",,6.0,5.0,7.0,0,11800.0
"Phú Nhuận, Hồ Chí Minh",,3.0,2.0,,0,5700.0
"Bình Tân, Hồ Chí Minh",,2.0,2.0,2.0,0,3200.0
"Hoàng Mai, Hà Nội",,4.0,3.0,4.0,0,4850.0
"Vũng Tàu, Bà Rịa Vũng Tàu",,1.0,1.0,,0,7900.0
"Cầu Giấy, Hà Nội",,2.0,1.0,,0,2100.0
"Biên Hòa, Đồng Nai",,,,,0,2750.0
"Lê Chân, Hải Phòng",,3.0,2.0,2.0,1,800.0
"Thủ Đức, Hồ Chí Minh",,,,2.0,1,52.0
"Bình Tân, Hồ Chí Minh",,,,,0,39.0
"Tân Bình, Hồ Chí Minh",,2.0,,2.0,0,3800.0
"Tân Phú, Hồ Chí Minh",,,,1.0,0,5190.0
"Gò Vấp, Hồ Chí Minh",,,5.0,3.0,0,115000.0
"Tân Bình, Hồ Chí Minh",,,,4.0,0,39000.0
"Tân Bình, Hồ Chí Minh",,,,1.0,0,5500.0
"Thanh Xuân, Hà Nội",,2.0,2.0,,0,4680.0
"Quận 12, Hồ Chí Minh",,2.0,3.0,2.0,0,4000.0
"Sơn Trà, Đà Nẵng",,4.0,2.0,,1,2500.0
"Cầu Giấy, Hà Nội",,9.0,9.0,,0,24000.0
"Tân Uyên, Bình Dương",,3.0,2.0,1.0,0,2580.0
"Thanh Khê, Đà Nẵng",,,,2.0,1,595.0
"Phụng Hiệp, Hậu Giang",,2.0,2.0,,0,1400.0
"Tân Phú, Hồ Chí Minh",,,,,0,16500.0
"Hoài Đức, Hà Nội",,4.0,4.0,5.0,0,4850.0
"Cầu Giấy, Hà Nội",,,,5.0,0,3750.0
"Nha Trang, Khánh Hòa",,,,,1,11500.0
"Bảo Lộc, Lâm Đồng",,4.0,2.0,,1,64.0
"Thanh Trì, Hà Nội",,,,5.0,0,3100.0
"Thủ Đức, Hồ Chí Minh",,,,,0,4250.0
"Từ Sơn, Bắc Ninh",,,,4.0,1,5200.0
"Biên Hòa, Đồng Nai",,2.0,2.0,1.0,0,3100.0
"Hai Bà Trưng, Hà Nội",,,,3.0,1,5000.0
"Long Biên, Hà Nội",,4.0,4.0,,0,65.0
"Hà Đông, Hà Nội",,3.0,3.0,5.0,0,4200.0
"Lê Chân, Hải Phòng",,1.0,1.0,,1,7500.0
"Cầu Giấy, Hà Nội",,6.0,,,0,11000.0
"Quận 6, Hồ Chí Minh",,3.0,4.0,2.0,0,5200.0
"Biên Hòa, Đồng Nai",,2.0,1.0,,0,2850.0
"Hà Đông, Hà Nội",,,3.0,4.0,0,6400.0
"Bình Thạnh, Hồ Chí Minh",,3.0,3.0,,0,7300.0
"Bình Thạnh, Hồ Chí Minh",,4.0,3.0,2.0,0,7100.0
"Bình Tân, Hồ Chí Minh",,,,2.0,1,10500.0
"Tân Uyên, Bình Dương",,2.0,3.0,,1,2350.0
"Thủ Đức, Hồ Chí Minh",,3.0,2.0,1.0,0,3600.0
"Bình Tân, Hồ Chí Minh",,,3.0,2.0,0,3790.0
"Quận 1, Hồ Chí Minh",,2.0,2.0,5.0,0,12000.0
"Cầu Giấy, Hà Nội",,,,5.0,0,6500.0
"Bình Tân, Hồ Chí Minh",,5.0,5.0,3.0,0,6400.0
"Quận 9, Hồ Chí Minh",,2.0,1.0,,0,3450.0
"Tân Phú, Hồ Chí Minh",,2.0,3.0,2.0,0,7.1
"Ba Đình, Hà Nội",,5.0,,,0,10800.0
"Ba Đình, Hà Nội",,4.0,5.0,4.0,0,33000.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,1.0,0,1700.0
"Hai Bà Trưng, Hà Nội",,3.0,4.0,,0,3750.0
"Đồng Xoài, Bình Phước",,,,,0,15.0
"Hải Châu, Đà Nẵng",,,,,0,2100.0
"Quận 8, Hồ Chí Minh",,3.0,3.0,,0,5900.0
"Quận 7, Hồ Chí Minh",,,,,0,10400.0
"Bình Tân, Hồ Chí Minh",,,,,0,5300.0
"Hai Bà Trưng, Hà Nội",,4.0,,4.0,0,3200.0
"Lê Chân, Hải Phòng",,2.0,2.0,,1,18600.0
"Hoàng Mai, Hà Nội",,3.0,3.0,4.0,0,2750.0
"Quận 12, Hồ Chí Minh",,1.0,1.0,,0,3300.0
"Thanh Trì, Hà Nội",,2.0,3.0,8.0,0,11400.0
"Gò Vấp, Hồ Chí Minh",,3.0,4.0,4.0,0,4500.0
"Cầu Giấy, Hà Nội",,,,8.0,1,328000.0
"Long Biên, Hà Nội",,4.0,4.0,4.0,0,5500.0
"Tân Uyên, Bình Dương",,2.0,3.0,,1,2530.0
"Cẩm Lệ, Đà Nẵng",,3.0,,2.0,0,4300.0
"Thủ Đức, Hồ Chí Minh",,,,,1,27.0
"Hóc Môn, Hồ Chí Minh",,3.0,3.0,2.0,1,4700.0
"Biên Hòa, Đồng Nai",,3.0,4.0,,0,3400.0
"Hoàng Mai, Hà Nội",,,,2.0,0,4700.0
"Long Biên, Hà Nội",,2.0,1.0,2.0,1,19500.0
"Hai Bà Trưng, Hà Nội",,,,,0,4.0
"Bình Tân, Hồ Chí Minh",,,,,1,9900.0
"Ba Đình, Hà Nội",,2.0,2.0,3.0,0,3190.0
"Vĩnh Cửu, Đồng Nai",,3.0,2.0,,0,1600.0
"Tân Bình, Hồ Chí Minh",,3.0,3.0,1.0,0,6400.0
"Cầu Giấy, Hà Nội",,3.0,,2.0,0,46.0
"Hai Bà Trưng, Hà Nội",,,2.0,2.0,1,2500.0
"Quận 12, Hồ Chí Minh",,15.0,16.0,6.0,0,39000.0
"Quận 7, Hồ Chí Minh",,6.0,6.0,2.0,1,14900.0
"Quận 10, Hồ Chí Minh",,3.0,3.0,,0,11.0
"Bình Thạnh, Hồ Chí Minh",,3.0,4.0,,0,4900.0
"Bình Tân, Hồ Chí Minh",,3.0,2.0,1.0,0,2900.0
"Thanh Khê, Đà Nẵng",,3.0,3.0,3.0,0,62.0
"Biên Hòa, Đồng Nai",,2.0,,,0,2800.0
"Thủ Đức, Hồ Chí Minh",,,,,1,45000.0
"Hải Châu, Đà Nẵng",,1.0,2.0,2.0,0,1400.0
"Quận 12, Hồ Chí Minh",,,,1.0,0,2750.0
"Bình Thạnh, Hồ Chí Minh",,,,,1,6700.0
"Hải Châu, Đà Nẵng",,2.0,1.0,,0,1850.0
"Bình Thạnh, Hồ Chí Minh",,6.0,2.0,,0,85000.0
"Đống Đa, Hà Nội",,,,,1,9000.0
"Hoàng Mai, Hà Nội",,2.0,,2.0,1,5200.0
"Long Biên, Hà Nội",,,,,0,345.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,1.0,0,1900.0
"Nam Từ Liêm, Hà Nội",,6.0,,4.0,0,5900.0
"Phan Thiết, Bình Thuận",,5.0,3.0,8.0,0,7500.0
"Biên Hòa, Đồng Nai",,2.0,2.0,,0,4600.0
"Bình Tân, Hồ Chí Minh",,3.0,2.0,1.0,0,3800.0
"Biên Hòa, Đồng Nai",,2.0,1.0,,0,2550.0
"Tân Bình, Hồ Chí Minh",,4.0,5.0,2.0,0,8400.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,1.0,1,1950.0
"Bình Thạnh, Hồ Chí Minh",,,,3.0,0,10200.0
"Biên Hòa, Đồng Nai",,4.0,3.0,2.0,0,4800.0
"Thanh Trì, Hà Nội",,,,,0,7700.0
"Nha Trang, Khánh Hòa",,4.0,5.0,2.0,1,23980.0
"Long Biên, Hà Nội",,3.0,4.0,,0,4950.0
"Bình Thạnh, Hồ Chí Minh",,,,1.0,0,5800.0
"Cầu Giấy, Hà Nội",,4.0,3.0,4.0,0,4900.0
"Biên Hòa, Đồng Nai",,2.0,,,0,3990.0
"Quận 8, Hồ Chí Minh",,3.0,2.0,,0,3900.0
"Quận 9, Hồ Chí Minh",,3.0,4.0,2.0,1,19000.0
"Bình Thạnh, Hồ Chí Minh",,4.0,5.0,2.0,0,21000.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,1.0,1,1550.0
"Vĩnh Cửu, Đồng Nai",,2.0,2.0,,0,950000.0
"Thủ Đức, Hồ Chí Minh",,,,,0,335.0
"Nam Từ Liêm, Hà Nội",,,,5.0,0,8500.0
"Thủ Đức, Hồ Chí Minh",,,,,0,8800.0
"Quận 2, Hồ Chí Minh",,4.0,3.0,2.0,0,6990.0
"Tân Bình, Hồ Chí Minh",,2.0,1.0,,0,4200.0
"Quận 12, Hồ Chí Minh",,2.0,2.0,1.0,0,2300.0
"Tân Bình, Hồ Chí Minh",,,,,0,4600.0
"Hoàng Mai, Hà Nội",,3.0,2.0,,0,1780.0
"Hà Đông, Hà Nội",,,,3.0,1,6700.0
"Sơn Trà, Đà Nẵng",,3.0,1.0,,0,1750.0
"Bình Tân, Hồ Chí Minh",,,,,0,34000.0
"Đống Đa, Hà Nội",,,,5.0,0,16000.0
"Biên Hòa, Đồng Nai",,4.0,3.0,2.0,0,6500.0
"Tân Bình, Hồ Chí Minh",,2.0,1.0,,0,205.0
"Hà Đông, Hà Nội",,18.0,18.0,8.0,0,13000.0
"Long Biên, Hà Nội",,,,,0,11000.0
"Vĩnh Cửu, Đồng Nai",,,,,0,115.0
"Hà Đông, Hà Nội",,,,3.0,0,5300.0
"Tân Uyên, Bình Dương",,2.0,3.0,1.0,0,2400.0
"Quận 3, Hồ Chí Minh",,3.0,,2.0,0,58000.0
"Bình Thạnh, Hồ Chí Minh",,9.0,6.0,4.0,0,3600.0
"Thanh Trì, Hà Nội",,4.0,3.0,4.0,0,3650.0
"Bình Tân, Hồ Chí Minh",,,,4.0,0,5000.0
"Phú Nhuận, Hồ Chí Minh",,4.0,4.0,,0,8900.0
"Quận 12, Hồ Chí Minh",,,,,1,4850.0
"Gò Vấp, Hồ Chí Minh",,,,,0,4000.0
"Hà Đông, Hà Nội",,,,5.0,0,3800.0
"Tân Phú, Hồ Chí Minh",,5.0,6.0,3.0,0,9000.0
"Tân Phú, Hồ Chí Minh",,2.0,1.0,1.0,0,3880.0
"Thủ Đức, Hồ Chí Minh",,,,,0,5800.0
"Quận 9, Hồ Chí Minh",,2.0,2.0,1.0,0,5200.0
"Thủ Đức, Hồ Chí Minh",,2.0,1.0,1.0,0,1400.0
"Gò Vấp, Hồ Chí Minh",,2.0,3.0,,0,3700.0
"Cầu Giấy, Hà Nội",,,,,0,11200.0
"Nam Từ Liêm, Hà Nội",,5.0,,4.0,0,4600.0
"Thủ Đức, Hồ Chí Minh",,3.0,2.0,,0,3600.0
"Quận 2, Hồ Chí Minh",,2.0,2.0,,1,8900.0
"Quận 6, Hồ Chí Minh",,2.0,,1.0,0,2550.0
"Thủ Đức, Hồ Chí Minh",,,,,0,365.0
"Tân Phú, Hồ Chí Minh",,,,2.0,1,12000.0
"Cầu Giấy, Hà Nội",,,,,0,6000.0
"Vĩnh Cửu, Đồng Nai",,4.0,2.0,1.0,0,1080.0
"Bình Thạnh, Hồ Chí Minh",,4.0,3.0,2.0,0,7500.0
"Thanh Xuân, Hà Nội",,,,,0,439.0
"Quận 5, Hồ Chí Minh",,,,2.0,0,7000.0
"Tây Hồ, Hà Nội",,,,,0,9000.0
"Tân Phú, Hồ Chí Minh",,2.0,2.0,,0,4000.0
"Hà Đông, Hà Nội",,4.0,4.0,5.0,0,7200.0
"Tân Bình, Hồ Chí Minh",,2.0,2.0,1.0,0,3500.0
"Bình Tân, Hồ Chí Minh",,,,4.0,1,16500.0
"Hà Đông, Hà Nội",,,,,0,4440.0
"Cầu Giấy, Hà Nội",,4.0,,7.0,0,20500.0
"Long Biên, Hà Nội",,,,2.0,0,11800.0
"Bình Thạnh, Hồ Chí Minh",,4.0,6.0,5.0,0,11900.0
"Tân Bình, Hồ Chí Minh",,,,5.0,1,42000.0
"Hà Đông, Hà Nội",,,,,0,9650.0
"Quận 12, Hồ Chí Minh",,,,,1,4850.0
"Biên Hòa, Đồng Nai",,3.0,2.0,1.0,0,5250.0
"Thủ Đức, Hồ Chí Minh",,1.0,1.0,,0,2750.0
"Biên Hòa, Đồng Nai",,2.0,2.0,1.0,0,4300.0
"Hà Đông, Hà Nội",,,,5.0,0,6400.0
"Bình Thạnh, Hồ Chí Minh",,2.0,2.0,2.0,0,3500.0
"Củ Chi, Hồ Chí Minh",,,,,0,1300.0
"Hà Đông, Hà Nội",,,,2.0,0,4350.0
"Tân Bình, Hồ Chí Minh",,4.0,5.0,5.0,1,5500.0
"Bình Thạnh, Hồ Chí Minh",,4.0,4.0,,0,8400.0
"Cầu Giấy, Hà Nội",,8.0,8.0,,0,12000.0
"Cầu Giấy, Hà Nội",,4.0,6.0,,0,8600.0
"Bình Tân, Hồ Chí Minh",,,,2.0,0,10500.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,,0,2550.0
"Thanh Xuân, Hà Nội",,6.0,,,0,655.0
"Từ Sơn, Bắc Ninh",,,,,0,365.0
"Đống Đa, Hà Nội",,3.0,,5.0,0,4000.0
"Quận 1, Hồ Chí Minh",,,,,1,20000.0
"Hai Bà Trưng, Hà Nội",,4.0,4.0,5.0,0,13500.0
"Tân Uyên, Bình Dương",,2.0,3.0,,1,2470.0
"Thủ Đức, Hồ Chí Minh",,3.0,3.0,2.0,0,39000.0
"Phú Nhuận, Hồ Chí Minh",,5.0,4.0,2.0,0,5200.0
"Hai Bà Trưng, Hà Nội",,3.0,2.0,3.0,0,12000.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,1.0,1,1650.0
"Hoàng Mai, Hà Nội",,,,,0,5000.0
"Hà Đông, Hà Nội",,3.0,3.0,4.0,1,5660.0
"Quận 9, Hồ Chí Minh",,,,1.0,0,3400.0
"Thủ Đức, Hồ Chí Minh",,,,3.0,0,7900.0
"Gò Vấp, Hồ Chí Minh",,3.0,2.0,1.0,0,5100.0
"Thủ Đức, Hồ Chí Minh",,,,,0,10500.0
"Quận 12, Hồ Chí Minh",,5.0,6.0,2.0,1,5000.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,,0,2300.0
"Đống Đa, Hà Nội",,5.0,5.0,5.0,0,11500.0
"Thủ Đức, Hồ Chí Minh",,,,,1,85.0
"Tân Phú, Hồ Chí Minh",,3.0,,2.0,0,6600.0
"Đống Đa, Hà Nội",,2.0,2.0,,0,75000.0
"Đống Đa, Hà Nội",,,5.0,5.0,0,138000.0
"Hoàng Mai, Hà Nội",,4.0,5.0,4.0,0,5000.0
"Bù Đăng, Bình Phước",,2.0,1.0,,0,800.0
"Tân Phú, Hồ Chí Minh",,2.0,2.0,1.0,0,4700.0
"Gò Vấp, Hồ Chí Minh",,2.0,1.0,1.0,0,8600.0
"Gò Vấp, Hồ Chí Minh",,3.0,3.0,1.0,0,7600.0
"Biên Hòa, Đồng Nai",,3.0,2.0,,0,1950.0
"Phú Nhuận, Hồ Chí Minh",,3.0,3.0,3.0,0,6500.0
"Quận 12, Hồ Chí Minh",,3.0,4.0,3.0,0,6200.0
"Biên Hòa, Đồng Nai",,4.0,3.0,3.0,0,4500.0
"Quận 12, Hồ Chí Minh",,4.0,5.0,5.0,0,6400.0
"Tân Bình, Hồ Chí Minh",,3.0,3.0,4.0,0,5200.0
"Nha Trang, Khánh Hòa",,,,,0,2800.0
"Tân Bình, Hồ Chí Minh",,2.0,2.0,,0,1750.0
"Quận 12, Hồ Chí Minh",,2.0,2.0,,0,3.0
"Biên Hòa, Đồng Nai",,2.0,2.0,,0,3100.0
"Tây Hồ, Hà Nội",,20.0,20.0,,0,28000.0
"Biên Hòa, Đồng Nai",,3.0,2.0,1.0,0,3000.0
"Hai Bà Trưng, Hà Nội",,,,5.0,1,6400.0
"Quận 8, Hồ Chí Minh",,2.0,2.0,1.0,1,1550.0
"Tân Phú, Hồ Chí Minh",,3.0,,1.0,1,6500.0
"Hai Bà Trưng, Hà Nội",,,,5.0,1,4200.0
"Hoàng Mai, Hà Nội",,3.0,,3.0,0,5350.0
"Quận 10, Hồ Chí Minh",,2.0,2.0,2.0,0,3590.0
"Đống Đa, Hà Nội",,,,3.0,0,14300.0
"Hải Châu, Đà Nẵng",,,,3.0,0,4450.0
"Thủ Đức, Hồ Chí Minh",,,,,1,19000.0
"Bình Thạnh, Hồ Chí Minh",,,,,0,1500.0
"Quận 7, Hồ Chí Minh",,2.0,2.0,,0,2100.0
"Hai Bà Trưng, Hà Nội",,,,,0,6200.0
"Quận 10, Hồ Chí Minh",,,,2.0,1,6000.0
"Bình Thạnh, Hồ Chí Minh",,,,,0,12500.0
"Hoàng Mai, Hà Nội",,4.0,,,0,5400.0
"Gò Vấp, Hồ Chí Minh",,,,,0,4800.0
"Tân Uyên, Bình Dương",,2.0,3.0,1.0,0,2530.0
"Bình Thạnh, Hồ Chí Minh",,2.0,2.0,2.0,0,5300.0
"Thủ Đức, Hồ Chí Minh",,,,,0,7200.0
"Bình Tân, Hồ Chí Minh",,,,,0,4850.0
"Gò Vấp, Hồ Chí Minh",,3.0,2.0,1.0,0,5400.0
"Cầu Giấy, Hà Nội",,3.0,4.0,,0,4250.0
"Thới Lai, Cần Thơ",,,,,0,4.0
"Long Biên, Hà Nội",,2.0,2.0,3.0,0,26.0
"Hoàng Mai, Hà Nội",,3.0,4.0,,0,3990.0
"Quận 5, Hồ Chí Minh",,3.0,,2.0,0,7100.0
"Thủ Đức, Hồ Chí Minh",,3.0,3.0,1.0,0,4200.0
"Thủ Đức, Hồ Chí Minh",,4.0,3.0,2.0,1,5500.0
"Tân Bình, Hồ Chí Minh",,1.0,1.0,1.0,0,2600.0
"Tân Phú, Hồ Chí Minh",,3.0,3.0,2.0,0,5950.0
"Biên Hòa, Đồng Nai",,2.0,2.0,,0,2550.0
"Thủ Đức, Hồ Chí Minh",,,,1.0,0,32.0
"Gò Vấp, Hồ Chí Minh",,2.0,2.0,,0,2500.0
"Tân Bình, Hồ Chí Minh",,8.0,8.0,,0,91.0
"Thủ Đức, Hồ Chí Minh",,,,,1,65.0
"Cầu Giấy, Hà Nội",,6.0,4.0,,0,4950.0
"Bình Thạnh, Hồ Chí Minh",,3.0,3.0,3.0,0,4400.0
"Biên Hòa, Đồng Nai",,4.0,,,0,3300.0
"Quận 3, Hồ Chí Minh",,3.0,4.0,,0,59.0
"Ba Đình, Hà Nội",,5.0,5.0,4.0,1,35000.0
"Quận 9, Hồ Chí Minh",,3.0,2.0,1.0,0,2700.0
"Quận 5, Hồ Chí Minh",,,,3.0,0,75000.0
"Hà Đông, Hà Nội",,,,3.0,0,6900.0
"Cầu Giấy, Hà Nội",,6.0,4.0,,0,12600.0
"Quận 9, Hồ Chí Minh",,2.0,2.0,,0,3800.0
"Nam Từ Liêm, Hà Nội",,,,5.0,0,7750.0
"Tây Hồ, Hà Nội",,19.0,19.0,8.0,0,15500.0
"Gò Vấp, Hồ Chí Minh",,4.0,3.0,,0,3800.0
"Quận 7, Hồ Chí Minh",,2.0,2.0,1.0,0,1950.0
"Bình Tân, Hồ Chí Minh",,6.0,6.0,4.0,0,6800.0
"Quận 3, Hồ Chí Minh",,3.0,,,0,5000.0
"Thủ Đức, Hồ Chí Minh",,2.0,2.0,2.0,0,4600.0
"Thanh Xuân, Hà Nội",,,,3.0,0,5400.0
"Tân Bình, Hồ Chí Minh",,,,2.0,0,5500.0
"Phú Nhuận, Hồ Chí Minh",,,,,0,399.0
"Quận 2, Hồ Chí Minh",,11.0,11.0,5.0,0,23500.0
"Hai Bà Trưng, Hà Nội",,6.0,6.0,10.0,1,54000.0
"Vĩnh Cửu, Đồng Nai",,5.0,,,0,1600.0
"Gò Vấp, Hồ Chí Minh",,3.0,2.0,2.0,1,3500.0
"Quận 2, Hồ Chí Minh",,,,3.0,0,5000.0
"Bình Thạnh, Hồ Chí Minh",,4.0,4.0,3.0,0,4500.0
"Hoài Đức, Hà Nội",,1.0,1.0,,0,1880.0
"Thanh Xuân, Hà Nội",,3.0,,,0,8950.0
"Đống Đa, Hà Nội",,,,2.0,1,19000.0
"Gò Vấp, Hồ Chí Minh",,4.0,2.0,2.0,0,6800.0
"Quận 10, Hồ Chí Minh",,,,,0,1630.0
"Thanh Khê, Đà Nẵng",,4.0,4.0,4.0,0,4600.0
"Cầu Giấy, Hà Nội",,3.0,,,0,5100.0
"Quận 9, Hồ Chí Minh",,4.0,4.0,,0,8500.0
"Bình Tân, Hồ Chí Minh",,3.0,,2.0,0,3600.0
"Biên Hòa, Đồng Nai",,5.0,4.0,2.0,0,5700.0
"Đà Lạt, Lâm Đồng",,6.0,6.0,2.0,1,24000.0
"Quận 10, Hồ Chí Minh",,2.0,2.0,1.0,0,8400.0
"Đống Đa, Hà Nội",,3.0,3.0,,0,5250.0
